Fecha	Abierto	Alto	Bajo	Cierre	Volumen
2015-12-05	307.8	314.97	301.76	305.75	45873051
2015-12-05	306.54	313.38	298.8	304.78	71362190
2015-12-05	305.89	309.73	301.0	308.13	14886244
2015-12-06	312.96	319.61	312.38	318.65	47555587
2015-12-08	321.37	322.87	317.86	319.99	21025144
2015-12-08	316.2	317.14	308.58	311.26	51730918
2015-12-08	306.45	312.06	302.18	304.26	81951338
2015-12-09	306.03	312.55	299.68	305.7	9556742
2015-12-09	306.22	312.93	298.79	304.95	6578841
2015-12-10	307.65	311.94	304.23	306.25	51982796
2015-12-13	304.17	310.42	300.12	306.54	10270034
2015-12-13	302.36	307.91	294.17	305.49	2769396
2015-12-14	308.41	316.37	299.89	305.46	77483641
2015-12-14	302.91	311.55	302.16	310.13	6472627
2015-12-15	311.52	318.17	311.25	312.15	9841288
2015-12-18	317.65	318.59	309.44	313.53	74147021
2015-12-20	311.57	312.87	305.46	309.75	57348969
2015-12-22	309.96	316.5	302.62	307.44	4422109
2015-12-24	312.93	321.61	303.91	320.69	94529316
2015-12-29	318.14	324.16	314.41	322.21	81634753
2015-12-29	320.71	326.39	317.12	319.15	60552995
2015-12-30	318.52	322.1	311.25	320.28	15863212
2015-12-31	316.99	320.65	312.94	318.45	36180169
2016-01-01	317.93	327.17	315.9	324.53	92666848
2016-01-01	322.9	331.79	319.31	321.27	45920444
2016-01-01	326.57	331.07	322.54	327.25	57123775
2016-01-03	323.19	331.92	318.12	324.69	88331509
2016-01-04	324.13	330.31	317.03	320.99	20989601
2016-01-06	325.16	329.48	323.83	325.7	46018721
2016-01-08	330.03	332.25	325.79	325.88	6470535
2016-01-08	329.85	338.03	326.64	328.29	47014317
2016-01-09	324.74	330.57	317.75	321.92	68141793
2016-01-10	326.83	332.12	325.88	326.78	2237074
2016-01-10	326.54	326.77	326.37	326.6	97291703
2016-01-11	332.45	336.88	327.36	330.52	84262873
2016-01-12	332.84	335.43	332.44	334.33	89025267
2016-01-12	336.04	344.69	332.83	339.54	16528538
2016-01-13	335.54	335.74	332.23	333.87	55278523
2016-01-13	336.89	344.42	327.9	334.28	72595812
2016-01-13	335.79	335.85	329.41	331.8	87385506
2016-01-14	326.15	328.58	323.49	325.32	46686663
2016-01-17	323.24	326.73	313.97	320.67	63556330
2016-01-17	324.88	325.86	317.25	323.24	81339883
2016-01-18	322.38	324.32	317.1	319.54	32000170
2016-01-18	317.96	325.15	315.39	324.91	7066853
2016-01-18	325.89	332.02	317.66	326.76	78857226
2016-01-19	330.2	338.41	327.72	332.36	84729681
2016-01-20	330.3	339.95	326.29	336.51	59530096
2016-01-25	337.5	343.83	332.13	338.45	42378623
2016-01-27	340.85	344.52	332.06	341.78	41211367
2016-01-27	339.11	344.49	337.35	342.17	96577903
2016-01-30	342.06	345.81	341.69	341.95	97135188
2016-01-30	343.34	350.42	339.59	342.36	90342633
2016-01-31	342.2	346.29	334.77	337.04	22130749
2016-02-02	339.22	347.17	335.41	343.84	5442841
2016-02-04	345.09	350.9	340.7	348.63	77696239
2016-02-05	351.3	352.94	345.39	350.95	43933743
2016-02-06	350.32	358.21	339.96	358.18	32277396
2016-02-09	353.38	355.9	343.32	355.88	43583169
2016-02-09	360.81	371.55	360.07	367.18	69517357
2016-02-13	372.15	375.84	361.72	367.81	50769493
2016-02-14	360.77	364.77	350.62	356.13	89967696
2016-02-19	354.13	362.07	343.58	344.7	56347258
2016-02-19	344.64	347.35	337.91	347.16	85034861
2016-02-25	350.46	353.96	348.92	353.45	59609150
2016-02-25	353.68	361.57	346.73	359.35	47577917
2016-02-25	353.15	362.18	344.95	356.61	38440298
2016-02-26	352.15	356.4	345.72	351.67	91077037
2016-02-28	348.77	351.81	340.19	343.41	55184745
2016-03-11	343.05	349.9	339.65	347.22	59247973
2016-03-12	346.01	348.31	342.87	344.02	81483163
2016-03-15	347.46	354.05	345.61	345.65	23778336
2016-03-16	343.0	347.95	337.52	340.93	34117468
2016-03-19	337.81	340.61	335.93	337.97	98467991
2016-03-19	337.11	343.65	332.85	340.14	55948854
2016-03-21	338.17	341.25	329.05	336.59	91586585
2016-03-23	340.17	341.48	337.06	339.08	22330439
2016-03-26	339.07	346.28	333.03	334.47	73695945
2016-03-26	337.38	337.6	334.53	336.64	32205150
2016-03-27	344.72	349.29	340.27	347.44	49664071
2016-03-28	347.71	356.84	338.05	349.98	79655304
2016-04-02	348.23	349.72	341.77	347.51	8577997
2016-04-02	340.58	350.23	335.79	339.49	25149486
2016-04-06	340.48	343.54	337.58	341.1	92400273
2016-04-08	336.87	338.58	334.23	337.12	5185699
2016-04-09	338.68	348.59	338.13	347.97	76048117
2016-04-10	346.54	350.84	341.65	342.14	29943393
2016-04-11	345.25	352.85	335.86	336.12	51196736
2016-04-12	341.55	349.74	340.28	344.95	54367886
2016-04-13	342.95	345.43	339.4	343.56	68338746
2016-04-16	345.36	352.11	344.55	349.31	75573430
2016-04-19	343.13	351.34	338.2	343.27	31857596
2016-04-19	346.02	353.73	336.3	342.88	42197931
2016-04-19	339.06	341.34	333.31	333.74	51272123
2016-04-19	335.37	343.43	332.51	333.0	78325026
2016-04-20	325.5	331.16	320.67	325.62	20898520
2016-04-25	334.03	334.56	331.24	332.89	20077820
2016-04-27	337.92	340.35	332.67	337.61	3003620
2016-04-28	337.21	342.82	329.13	329.84	52576928
2016-04-29	326.27	330.25	318.88	325.13	70743051
2016-04-29	325.04	333.13	319.86	326.15	50792702
2016-04-30	329.5	332.5	324.74	331.3	16618805
2016-05-02	332.12	341.08	322.72	333.76	21912832
2016-05-02	335.51	339.1	330.03	332.57	37613539
2016-05-03	331.02	334.25	324.35	327.95	37974016
2016-05-03	332.59	337.22	323.65	336.66	35128377
2016-05-05	336.65	343.31	335.25	335.31	56432504
2016-05-05	331.25	336.73	322.48	328.88	10582589
2016-05-05	324.36	325.78	318.44	324.75	76930951
2016-05-06	324.31	328.37	323.65	326.03	15297207
2016-05-08	330.82	335.62	321.25	325.85	94185943
2016-05-11	322.13	323.72	318.23	318.75	50138103
2016-05-14	321.73	323.99	312.33	313.11	71408235
2016-05-15	310.49	313.73	306.69	309.21	31648729
2016-05-20	314.44	323.32	313.11	314.76	16843824
2016-05-20	318.11	318.19	312.6	312.72	63150065
2016-05-20	311.85	317.89	305.8	310.62	14386823
2016-05-22	306.21	310.38	299.76	304.66	33133060
2016-05-23	303.32	310.88	296.69	296.92	39397221
2016-05-25	299.27	304.08	293.55	299.09	29883474
2016-05-26	302.68	306.48	301.07	304.76	69891990
2016-05-27	309.35	313.3	308.33	311.73	27446451
2016-05-29	308.62	315.56	308.5	309.51	41578989
2016-05-30	311.14	317.89	310.23	310.98	91325403
2016-06-03	312.0	321.28	304.68	316.71	2571189
2016-06-05	322.28	326.76	312.66	315.65	55251720
2016-06-05	318.23	319.26	316.88	317.95	85247988
2016-06-06	317.49	325.68	311.58	324.64	40399942
2016-06-07	322.89	330.16	317.24	326.75	53958923
2016-06-09	327.58	327.81	322.69	325.35	86700597
2016-06-11	324.26	333.44	322.01	325.71	94445187
2016-06-12	328.53	333.48	319.02	330.94	76023898
2016-06-13	331.15	333.91	324.77	330.38	39089620
2016-06-14	327.34	330.7	323.73	325.37	57093823
2016-06-15	321.74	330.39	320.99	326.35	83421738
2016-06-17	325.78	330.43	323.06	324.22	51931034
2016-06-17	324.55	325.51	318.12	325.49	74201937
2016-06-17	325.58	327.29	321.34	321.66	74046211
2016-06-18	315.01	316.95	313.1	313.48	13156508
2016-06-21	314.17	320.28	305.4	313.58	93648212
2016-06-22	313.64	321.82	308.31	321.04	39625972
2016-06-23	322.22	322.86	318.81	320.14	12545892
2016-06-25	324.57	326.26	320.62	325.07	26305908
2016-06-26	323.28	329.13	317.99	325.36	86701564
2016-06-29	319.88	320.18	312.81	319.38	70871099
2016-06-30	320.82	324.94	316.85	319.19	19437540
2016-07-02	317.71	326.18	309.92	313.91	7369112
2016-07-02	315.64	316.58	315.37	315.73	24276783
2016-07-03	313.22	313.92	304.03	305.02	96065168
2016-07-04	303.36	310.81	298.56	301.62	16937902
2016-07-12	298.1	303.52	290.61	295.43	54810934
2016-07-14	295.84	298.06	294.24	297.12	93416973
2016-07-16	294.35	297.71	293.99	294.45	64620492
2016-07-17	291.78	292.93	283.19	286.73	94468857
2016-07-17	291.09	294.26	285.69	293.51	27031329
2016-07-18	291.5	298.84	286.97	296.3	54932451
2016-07-19	299.95	306.08	293.28	305.65	94816842
2016-07-24	305.27	313.36	304.46	312.55	58315790
2016-07-27	314.96	317.06	313.64	314.96	73004662
2016-07-27	316.4	319.51	312.48	317.5	65864573
2016-07-29	321.77	322.86	318.81	320.03	83177841
2016-08-04	314.19	319.95	313.4	316.25	16527548
2016-08-04	320.15	323.1	317.71	321.37	42288060
2016-08-06	320.8	321.26	317.03	318.09	72638140
2016-08-06	316.74	325.21	307.63	316.04	19802586
2016-08-07	314.56	315.71	311.07	315.03	83357117
2016-08-07	312.98	316.9	307.45	311.54	19033589
2016-08-09	313.62	319.14	311.22	313.29	95786170
2016-08-14	317.78	318.79	314.21	315.83	92323914
2016-08-14	320.2	326.13	314.9	318.04	40574267
2016-08-15	319.05	327.8	312.17	316.91	64133569
2016-08-16	321.16	329.15	314.6	319.37	84470494
2016-08-20	318.99	327.06	315.46	316.7	14564302
2016-08-20	319.15	321.21	310.73	318.71	12369019
2016-08-20	319.99	327.29	316.54	318.92	99241879
2016-08-22	321.79	330.67	316.94	320.13	32929648
2016-08-22	315.44	318.24	310.61	311.61	6590330
2016-08-23	312.15	317.55	307.85	317.23	41868701
2016-08-24	313.94	318.84	313.53	313.97	13133342
2016-08-25	312.72	322.1	306.58	313.14	81049277
2016-08-26	315.69	324.65	315.04	315.48	35854152
2016-08-29	316.83	322.06	312.62	319.69	23036279
2016-08-30	325.36	331.17	321.68	329.45	32960952
2016-08-30	333.57	336.76	330.03	335.59	92093856
2016-08-31	336.68	342.87	333.6	335.7	66465201
2016-09-01	340.19	340.83	332.83	338.96	81499546
2016-09-02	341.42	348.7	340.37	344.34	27987239
2016-09-04	351.12	354.22	347.83	353.71	84014216
2016-09-07	358.81	359.88	355.34	356.96	67835486
2016-09-10	355.49	365.38	351.2	353.06	81033199
2016-09-13	349.77	358.77	348.55	350.17	97500041
2016-09-16	347.65	350.76	347.62	350.09	37537571
2016-09-16	354.06	354.86	347.23	352.54	35451691
2016-09-17	352.69	354.71	345.71	345.98	70118767
2016-09-17	350.76	358.4	350.04	356.91	12981750
2016-09-18	359.0	362.29	357.56	359.98	72756065
2016-09-20	361.12	371.44	352.78	363.29	8493880
2016-09-20	356.2	365.95	345.87	356.09	18620665
2016-09-21	359.23	362.74	357.21	358.69	99625888
2016-09-21	360.04	363.17	358.23	359.89	12102822
2016-09-23	361.92	362.99	355.83	356.02	83774752
2016-09-25	355.07	359.47	345.69	356.56	97210096
2016-09-26	354.81	355.69	344.2	352.91	23091842
2016-09-28	347.46	357.12	344.15	344.27	62790256
2016-09-28	348.16	349.36	340.71	342.09	10117135
2016-10-02	344.99	355.12	335.26	351.14	30883417
2016-10-02	349.54	354.4	345.55	347.56	93020105
2016-10-02	348.11	351.21	341.74	343.14	96519150
2016-10-07	343.51	345.87	343.19	343.23	23583784
2016-10-08	350.62	355.06	350.4	355.02	18367291
2016-10-09	354.21	363.61	348.71	363.11	50713937
2016-10-11	364.16	368.07	360.97	361.67	90107333
2016-10-12	358.14	358.64	352.51	355.41	21475629
2016-10-14	360.61	370.56	352.56	368.37	84855869
2016-10-17	371.81	382.44	370.67	377.41	59096771
2016-10-17	378.95	378.98	370.43	377.41	27012463
2016-10-20	374.21	379.77	369.01	370.7	33849574
2016-10-20	364.19	369.69	357.74	362.84	66395032
2016-10-22	361.0	370.26	350.29	360.28	15297926
2016-10-26	361.42	370.5	352.54	359.97	4045172
2016-10-27	362.93	373.02	361.98	363.2	43487068
2016-10-29	362.74	372.46	353.47	357.79	12854948
2016-10-30	352.99	354.8	342.5	344.16	53194915
2016-10-30	342.37	343.53	340.42	342.74	83328276
2016-10-31	344.37	345.92	335.56	337.18	75829674
2016-11-01	338.91	344.62	334.33	334.34	79911709
2016-11-02	330.35	330.67	328.12	330.28	23241457
2016-11-06	330.88	332.4	327.8	329.12	1147567
2016-11-08	325.46	326.74	319.44	324.75	72655089
2016-11-15	326.23	335.83	316.89	334.39	4196175
2016-11-20	333.57	338.0	328.19	331.16	51300033
2016-11-21	334.0	341.03	333.19	335.62	7787616
2016-11-21	333.55	339.39	330.94	337.82	79833573
2016-11-22	335.75	341.56	330.63	331.48	52998495
2016-11-25	333.36	333.91	329.05	329.51	2901333
2016-11-27	336.04	337.94	330.13	331.29	49126865
2016-11-29	329.62	334.6	326.09	333.34	25370453
2016-11-29	331.7	333.66	324.96	328.1	51500112
2016-11-30	322.76	325.71	314.29	321.82	11506123
2016-11-30	322.3	331.3	317.52	317.61	15288957
2016-12-01	318.37	326.62	312.58	316.81	61660053
2016-12-02	318.7	320.05	318.62	319.12	4443826
2016-12-02	325.08	330.77	320.35	328.49	78003018
2016-12-04	327.73	336.18	327.4	335.79	5590665
2016-12-05	331.14	340.65	330.13	338.93	44482159
2016-12-08	334.06	341.56	328.02	338.19	32698725
2016-12-09	338.62	343.31	337.14	340.5	25652013
2016-12-10	340.59	343.09	337.12	339.55	53620518
2016-12-12	346.71	346.79	341.2	345.18	55199653
2016-12-12	345.55	353.91	343.9	353.28	70033663
2016-12-13	355.5	363.58	350.99	362.65	53237073
2016-12-17	362.31	368.93	357.01	362.58	73646030
2016-12-17	355.8	364.8	349.13	362.77	77084124
2016-12-18	367.16	372.24	360.91	362.51	92304289
2016-12-18	357.6	360.8	356.27	359.93	44074951
2016-12-23	354.78	362.74	349.71	358.21	8152981
2016-12-23	356.72	360.88	348.59	360.23	34177231
2016-12-23	364.21	366.95	358.57	365.7	98519122
2016-12-27	365.21	366.45	357.42	359.22	68648710
2017-01-01	359.34	367.4	355.71	363.58	9837770
2017-01-01	363.99	365.42	358.81	360.29	98730039
2017-01-02	369.91	372.67	368.97	372.31	57503381
2017-01-02	374.62	380.79	372.79	374.88	78292975
2017-01-05	374.33	378.72	371.74	374.76	14290001
2017-01-06	376.64	377.17	374.58	375.04	62677268
2017-01-08	367.73	375.83	360.21	369.38	23053353
2017-01-09	375.65	381.27	370.49	374.65	43363074
2017-01-13	381.76	381.93	379.7	381.08	5434161
2017-01-14	380.63	387.64	373.39	384.27	44964023
2017-01-15	379.38	379.75	376.8	378.03	23394585
2017-01-17	376.19	378.44	368.21	375.03	60211584
2017-01-21	374.31	376.46	373.02	375.57	85228404
2017-01-23	372.45	376.08	367.18	368.32	83778835
2017-01-24	369.02	372.45	364.29	370.68	75942982
2017-01-24	369.89	375.39	364.74	372.77	9955603
2017-01-25	373.56	383.86	372.86	376.36	76531608
2017-01-26	377.71	380.45	371.84	377.9	6660219
2017-01-26	374.53	377.71	366.98	369.97	17952787
2017-01-27	371.26	380.72	362.9	374.49	79330372
2017-01-29	369.55	377.45	363.93	365.11	17133216
2017-01-31	364.58	373.31	357.57	358.59	7557155
2017-02-03	360.82	365.73	355.8	357.5	8728168
2017-02-04	358.58	365.61	352.33	355.79	37369720
2017-02-07	356.13	358.62	352.24	356.5	92977102
2017-02-08	356.17	357.95	350.25	352.37	11125482
2017-02-09	359.03	363.1	351.89	352.41	87408299
2017-02-09	352.51	353.07	349.89	352.57	66281665
2017-02-10	349.06	355.17	347.87	354.6	58321839
2017-02-10	353.59	356.46	350.64	353.16	73684994
2017-02-11	353.99	360.81	347.17	347.66	81364324
2017-02-13	350.44	360.76	346.49	347.24	57277578
2017-02-16	347.42	349.59	347.39	348.86	80223809
2017-02-16	343.61	350.9	333.41	348.74	72875027
2017-02-18	347.15	352.02	346.45	347.13	45723814
2017-02-19	343.12	347.56	333.82	335.46	27030194
2017-02-20	339.38	346.62	329.29	343.79	7711899
2017-02-21	339.7	342.82	333.4	336.4	92683376
2017-02-21	339.94	340.8	336.64	340.27	66170226
2017-02-24	348.28	351.65	339.97	351.36	99103165
2017-02-27	355.07	363.59	351.03	361.04	45079352
2017-03-05	356.36	359.85	349.0	351.23	78720072
2017-03-06	352.73	355.5	346.83	349.61	93955669
2017-03-07	346.52	355.31	343.25	348.09	84487418
2017-03-15	346.91	351.42	339.42	351.13	82620068
2017-03-15	351.89	355.78	342.51	345.58	80184020
2017-03-16	348.17	354.67	343.78	350.61	28366271
2017-03-16	352.62	359.76	345.07	350.73	4618385
2017-03-18	354.96	365.15	347.13	350.38	83484171
2017-03-19	347.4	355.98	338.74	345.6	57940777
2017-03-21	348.91	358.29	346.09	351.65	51945670
2017-03-21	355.86	365.76	350.28	358.51	53183579
2017-03-22	352.21	362.64	349.45	352.95	41885861
2017-03-23	355.77	363.79	350.55	356.25	34499650
2017-03-23	353.05	359.16	347.84	354.26	74464718
2017-03-23	355.62	360.18	352.95	353.49	28753840
2017-03-26	358.51	368.43	353.92	364.24	61499677
2017-03-26	361.54	364.79	355.96	357.4	89221376
2017-03-29	358.87	369.31	353.01	367.46	44727121
2017-03-29	365.25	371.03	354.93	360.4	76806668
2017-04-03	357.07	363.05	348.66	349.73	71536097
2017-04-04	348.94	354.94	345.57	351.09	82593333
2017-04-04	347.79	356.97	342.97	347.38	86191760
2017-04-06	353.93	357.22	349.74	353.4	80081425
2017-04-09	356.55	359.74	355.12	357.73	2636105
