Fecha,Abierto,Alto,Bajo,Cierre,Volumen
2015-04-14,342.4,343.94,335.91,339.14,8730208
2015-04-14,336.34,345.88,327.62,328.94,19853665
2015-04-15,325.11,331.68,319.1,331.3,13733646
2015-04-15,331.0,337.38,321.86,334.78,49132796
2015-04-17,334.93,339.84,326.4,332.95,86769558
2015-04-17,338.81,341.27,336.55,336.77,69674033
2015-04-25,339.52,348.07,338.07,342.03,14077298
2015-04-25,339.27,348.48,331.54,335.24,55005740
2015-04-27,332.36,338.5,322.49,327.13,70698589
2015-04-27,327.09,331.72,324.45,326.43,17854496
2015-04-28,325.32,333.01,320.55,327.81,7861706
2015-04-28,329.21,331.48,323.1,324.93,86694543
2015-05-04,330.29,336.55,330.08,335.38,16406842
2015-05-04,330.69,334.59,321.27,328.8,52720738
2015-05-05,321.29,329.95,313.12,327.58,32218554
2015-05-10,327.51,331.45,319.2,321.57,29023535
2015-05-12,317.3,321.03,315.79,318.22,6485421
2015-05-14,314.06,315.73,313.45,314.78,47458111
2015-05-14,313.69,319.61,310.69,319.28,14910390
2015-05-15,321.04,325.26,318.23,320.62,70100334
2015-05-15,319.45,323.92,315.77,322.49,22817275
2015-05-18,319.08,326.5,317.33,320.47,42828517
2015-05-23,319.19,319.5,318.0,318.16,19225116
2015-05-25,323.34,330.7,319.66,327.39,5315076
2015-05-27,329.38,336.52,327.43,335.15,24501914
2015-05-28,345.53,349.47,344.65,344.86,62421575
2015-05-29,344.92,345.97,339.66,343.95,33821395
2015-05-30,345.55,347.22,339.47,345.43,63163465
2015-05-31,341.74,342.6,332.35,341.29,53869851
2015-06-02,346.35,346.85,338.81,345.21,42292551
2015-06-04,343.95,351.51,337.35,349.81,3657291
2015-06-06,346.94,350.32,342.06,342.92,96568055
2015-06-10,341.76,348.52,337.92,346.14,54730019
2015-06-10,342.6,346.12,337.1,338.11,71525308
2015-06-11,331.55,340.73,324.57,330.8,87469264
2015-06-16,331.84,333.75,328.9,329.89,21386104
2015-06-18,329.58,332.96,329.45,330.17,21582057
2015-06-19,327.2,331.18,326.33,328.76,31707073
2015-06-20,328.29,336.32,323.42,328.01,57272269
2015-06-22,329.52,338.32,321.75,327.55,62102156
2015-06-26,331.99,333.09,329.24,331.25,29615357
2015-06-26,338.06,347.08,334.97,338.75,99550692
2015-06-29,340.29,347.74,331.78,333.85,68832974
2015-06-29,330.52,337.03,321.24,336.21,27528835
2015-06-29,331.95,341.29,324.34,325.21,90357595
2015-06-30,323.54,329.31,320.5,320.73,63008416
2015-06-30,323.75,333.39,323.02,331.88,33297789
2015-07-02,332.17,338.16,328.51,335.53,53039020
2015-07-02,338.48,339.65,334.96,335.3,83683331
2015-07-03,332.9,337.9,329.68,331.36,59722332
2015-07-04,327.15,335.22,321.66,324.79,38284037
2015-07-05,320.84,328.47,313.28,313.72,85580079
2015-07-06,317.36,320.53,316.21,319.76,94053453
2015-07-10,318.93,322.27,310.16,317.97,57305059
2015-07-13,323.41,326.93,317.75,322.09,41517985
2015-07-18,320.62,325.91,312.65,324.84,32460446
2015-07-20,329.95,330.33,329.64,330.25,67229003
2015-07-21,330.58,339.41,329.13,331.77,52764331
2015-07-22,334.48,339.91,332.67,336.84,85583387
2015-07-22,330.28,338.32,329.35,332.28,71122108
2015-07-22,332.17,339.72,330.89,333.46,39816527
2015-07-25,332.18,337.63,330.13,337.42,87038720
2015-07-26,342.87,344.13,341.42,341.66,35540838
2015-07-27,342.48,351.01,341.75,345.03,73287204
2015-07-27,340.48,346.2,337.81,337.91,89592737
2015-08-02,341.78,351.18,333.66,338.21,53992662
2015-08-03,337.39,344.07,333.95,336.22,67952097
2015-08-05,336.84,343.09,328.07,331.67,56874606
2015-08-06,326.59,330.37,323.53,325.23,95704074
2015-08-07,325.02,333.27,321.43,331.35,13934696
2015-08-08,333.06,335.13,328.19,330.87,47823626
2015-08-09,330.46,333.92,322.14,322.29,70405241
2015-08-13,320.63,326.39,311.65,319.4,39818940
2015-08-15,324.12,327.1,314.58,323.29,12173673
2015-08-18,325.88,332.11,316.79,325.21,27587843
2015-08-20,328.0,328.87,321.55,325.71,87585485
2015-08-21,321.86,327.61,316.44,326.0,74879638
2015-08-21,324.79,327.63,321.24,321.4,96838452
2015-08-21,319.77,322.39,316.93,318.16,59044222
2015-08-24,317.67,322.83,312.18,320.69,22214550
2015-08-27,320.61,322.79,312.16,320.74,39099702
2015-08-27,320.97,329.56,311.66,317.92,20308354
2015-08-27,317.09,322.67,311.1,313.45,83582795
2015-08-27,316.9,323.63,312.36,318.05,15695497
2015-09-03,323.16,323.82,320.93,322.53,91285272
2015-09-03,320.41,327.11,312.16,314.55,14599819
2015-09-04,315.8,318.76,311.83,318.04,56434714
2015-09-04,317.17,320.81,308.39,312.21,25957613
2015-09-04,312.05,317.9,308.8,312.09,32851520
2015-09-06,308.58,313.93,301.58,309.08,59627895
2015-09-07,308.87,311.77,308.79,309.93,83015800
2015-09-11,308.42,316.63,300.52,308.71,60220017
2015-09-11,312.08,313.58,310.79,311.64,70088805
2015-09-11,314.56,317.93,312.99,316.19,76742986
2015-09-12,318.13,318.57,314.28,315.85,36857941
2015-09-13,314.51,316.47,310.27,313.82,93785398
2015-09-13,311.1,311.78,310.82,311.34,8886171
2015-09-13,320.79,325.43,313.99,315.99,44031501
2015-09-15,319.11,320.17,311.57,314.11,12501930
2015-09-15,314.02,316.3,312.72,315.1,59487668
2015-09-16,313.32,317.98,307.74,311.68,77207501
2015-09-17,312.95,313.84,304.42,304.51,13067353
2015-09-17,297.52,297.68,290.84,297.52,60597300
2015-09-17,301.94,305.5,298.32,298.9,56562846
2015-09-19,301.16,304.18,292.24,296.29,34693837
2015-09-22,294.96,300.14,291.83,296.79,34927422
2015-09-22,296.49,298.27,292.79,297.73,53871193
2015-09-24,297.34,299.67,290.82,294.78,92724520
2015-09-25,286.82,294.12,286.1,291.4,19390482
2015-09-30,286.41,286.68,285.33,285.45,16399678
2015-09-30,283.23,288.31,277.49,283.86,3983150
2015-10-01,284.19,288.58,281.78,282.23,51522921
2015-10-05,276.55,277.54,270.42,271.87,11574389
2015-10-05,271.45,275.39,266.85,275.25,25689145
2015-10-07,269.66,273.54,268.8,271.9,93234131
2015-10-07,275.12,279.33,274.73,275.38,21479451
2015-10-09,277.61,280.87,270.78,276.99,4270393
2015-10-11,276.99,279.42,274.96,276.36,8431466
2015-10-11,274.84,274.85,273.13,274.74,12763060
2015-10-13,273.92,276.0,266.1,269.32,77432832
2015-10-14,274.39,275.61,271.62,274.84,16642143
2015-10-15,280.05,287.51,275.68,283.01,51851885
2015-10-15,279.93,281.87,276.06,276.66,68350228
2015-10-15,276.92,280.66,269.06,271.07,70700176
2015-10-16,270.89,274.46,266.92,269.78,48713440
2015-10-21,272.44,274.08,267.59,270.78,72429245
2015-10-23,268.7,271.45,268.03,270.59,36167653
2015-10-27,269.23,275.69,264.86,273.02,71243666
2015-10-28,272.21,278.61,272.05,275.58,52394148
2015-10-28,278.02,282.98,270.43,272.55,96926122
2015-10-29,275.2,276.35,268.16,275.18,36988751
2015-10-30,275.54,276.19,269.59,274.32,92763954
2015-10-31,274.75,278.29,274.09,274.76,52936878
2015-11-01,275.67,282.51,271.71,277.17,11763885
2015-11-03,277.28,280.63,273.06,278.7,23196596
2015-11-04,278.09,279.19,274.74,275.25,98635964
2015-11-05,272.73,275.87,269.57,275.28,9543943
2015-11-05,272.4,272.48,270.86,271.4,50251265
2015-11-05,272.24,277.21,270.71,271.22,87860861
2015-11-06,272.39,277.94,266.68,271.23,73052616
2015-11-06,267.94,269.18,262.82,263.04,5596608
2015-11-07,267.33,270.58,262.41,270.32,56177094
2015-11-09,271.07,277.8,270.85,276.62,16031497
2015-11-11,279.89,281.4,276.57,280.37,84072265
2015-11-11,278.94,284.64,278.55,280.54,97313561
2015-11-12,286.66,288.06,284.09,287.73,62945169
2015-11-12,288.15,288.24,287.44,287.52,53272008
2015-11-13,285.1,293.18,283.41,291.47,83839864
2015-11-14,292.95,299.44,286.43,299.14,2653222
2015-11-14,301.09,306.11,297.57,300.61,33263468
2015-11-16,303.5,303.85,303.31,303.46,15099920
2015-11-16,304.11,311.54,302.7,308.93,64705094
2015-11-17,306.72,310.12,305.89,309.7,83590391
2015-11-17,309.15,317.11,305.19,306.26,76914663
2015-11-17,307.41,311.86,299.85,302.69,65547604
2015-11-18,303.14,304.06,302.49,303.17,56436628
2015-11-20,304.23,307.8,297.72,300.49,74772457
2015-11-21,292.21,294.2,287.21,292.13,24118283
2015-11-21,290.55,294.61,283.86,292.79,19189320
2015-11-22,293.69,297.77,289.14,291.66,9860663
2015-11-23,293.6,298.76,288.05,292.71,94591158
2015-11-25,293.68,295.66,286.35,288.29,41700767
2015-11-28,283.97,289.66,276.24,282.53,36145742
2015-11-28,289.47,292.32,282.45,291.33,73282388
2015-12-02,290.9,298.08,284.34,297.97,75593475
2015-12-04,290.69,291.94,283.36,285.09,86842583
2015-12-04,285.99,290.41,282.68,289.43,86200085
2015-12-06,291.08,291.67,282.78,287.42,39537179
2015-12-08,287.6,288.04,282.47,285.84,26115066
2015-12-10,285.85,289.36,283.77,288.21,19909761
2015-12-10,288.26,294.74,280.2,289.85,11516856
2015-12-11,287.89,292.75,280.0,290.88,75814174
2015-12-11,293.39,300.04,292.66,294.93,78272633
2015-12-11,297.16,299.12,291.04,297.97,47415038
2015-12-11,303.61,310.06,297.85,309.47,66923582
2015-12-12,307.48,314.03,306.07,308.01,28555425
2015-12-12,308.58,317.42,299.32,309.3,54147020
2015-12-14,310.18,313.38,300.98,303.6,47995999
2015-12-16,302.1,303.5,299.59,303.24,89316945
2015-12-22,299.85,300.77,297.91,299.85,77759535
2015-12-24,297.9,298.83,296.06,296.74,73787357
2015-12-25,297.37,305.88,295.5,298.02,16295573
2015-12-29,293.2,296.58,286.4,292.12,25890351
2015-12-30,290.07,297.06,287.73,296.09,63057534
2015-12-31,294.7,296.66,294.46,295.0,69359512
2015-12-31,292.79,298.53,289.77,291.22,51848863
2016-01-01,290.46,298.7,289.75,292.24,84555428
2016-01-01,292.65,297.38,292.63,293.78,14838810
2016-01-02,295.4,303.18,293.82,299.33,68665367
2016-01-04,301.66,306.6,295.35,306.44,50379305
2016-01-05,309.38,317.27,304.42,317.0,76226673
2016-01-09,315.68,318.89,310.03,311.31,42162647
2016-01-10,309.82,315.43,304.16,308.21,69883374
2016-01-12,311.86,312.0,306.73,307.51,22951947
2016-01-14,306.06,309.69,300.45,309.15,93327876
2016-01-14,307.44,311.47,298.86,303.35,68426458
2016-01-17,303.12,308.22,296.61,297.91,40644995
2016-01-19,293.27,300.43,293.03,294.76,37309410
2016-01-21,292.37,295.28,291.71,292.27,5220520
2016-01-23,291.72,296.07,282.99,283.9,66339824
2016-01-27,288.01,295.65,282.87,284.69,59617093
2016-01-27,288.8,293.83,287.39,288.5,46223683
2016-01-31,288.06,292.4,281.06,290.85,65250301
2016-01-31,288.41,288.56,285.88,288.03,30032628
2016-01-31,282.12,286.88,281.59,286.88,50893260
2016-02-09,284.37,288.73,280.68,287.9,16216034
2016-02-09,289.35,289.71,283.2,288.22,87380764
2016-02-09,287.77,290.72,286.45,290.28,56696484
2016-02-10,287.15,288.78,280.49,288.78,47730755
2016-02-10,286.5,289.82,286.02,286.26,61222835
2016-02-12,285.95,287.59,285.14,285.73,70735820
2016-02-13,290.59,292.73,287.19,290.69,81903287
2016-02-14,287.06,291.73,283.03,288.63,80259381
2016-02-14,290.07,298.58,282.44,284.5,56757537
2016-02-15,282.74,283.42,277.61,278.43,78474346
2016-02-16,276.38,282.64,274.0,281.46,87229525
2016-02-17,281.32,287.02,273.31,285.84,37431648
2016-02-21,282.26,287.22,281.03,286.51,73953736
2016-02-23,286.4,292.37,282.49,289.31,2900785
2016-02-25,289.52,293.72,287.92,293.51,41698680
2016-02-27,291.64,297.85,289.83,292.36,92796254
2016-03-01,291.34,299.07,284.24,296.21,12033550
2016-03-03,298.7,298.87,297.71,298.86,25848776
2016-03-04,300.18,307.32,297.14,298.68,87464456
2016-03-05,299.56,306.04,299.49,303.74,51136038
2016-03-06,302.07,302.95,294.77,296.04,72159716
2016-03-09,292.86,293.54,286.04,288.06,8780287
2016-03-10,287.34,288.8,285.23,286.55,52056391
2016-03-11,289.88,292.13,284.4,286.35,22078505
2016-03-11,282.68,285.53,281.33,281.56,60265701
2016-03-13,282.81,284.91,280.05,282.91,98853569
2016-03-13,283.78,288.09,276.31,282.98,45875851
2016-03-13,280.99,284.96,273.51,275.35,62239652
2016-03-14,274.82,277.1,267.77,267.79,89794112
2016-03-17,266.95,270.29,264.07,266.19,17298743
2016-03-20,265.27,269.09,261.65,261.85,50602997
2016-03-21,261.94,268.22,255.92,262.32,39179742
2016-03-21,266.06,266.53,262.53,264.75,65673164
2016-03-21,267.2,274.11,265.1,267.21,51118018
2016-03-31,268.42,269.37,265.25,266.36,64952092
2016-04-02,265.2,269.11,261.09,261.27,27023318
2016-04-03,259.51,263.71,259.49,259.55,86462488
2016-04-04,264.45,271.76,256.75,265.18,92368270
2016-04-06,262.6,263.6,258.65,261.74,51778153
2016-04-13,265.19,268.76,258.93,258.96,99666804
2016-04-14,256.43,261.12,254.97,260.01,29197454
2016-04-14,257.91,259.03,256.81,258.81,65522617
2016-04-16,258.18,259.15,254.75,257.67,19419352
2016-04-17,255.74,262.32,251.74,255.38,29375344
2016-04-17,253.79,258.39,251.39,253.11,25487708
2016-04-17,250.61,254.94,250.07,254.03,28127902
2016-04-18,250.67,250.71,249.8,250.27,60069099
2016-04-18,252.42,254.75,244.89,251.75,25613492
2016-04-27,252.51,259.87,250.42,251.27,16860319
2016-05-01,249.74,257.0,247.18,255.38,69290814
2016-05-02,251.91,255.26,250.28,252.51,89296851
2016-05-03,248.53,249.63,242.72,247.85,9559587
2016-05-04,248.67,253.19,246.81,251.1,2823254
2016-05-10,254.62,255.06,248.69,253.74,38828720
2016-05-12,249.27,253.76,242.58,250.79,92930830
2016-05-12,249.11,250.12,248.08,248.23,82713601
2016-05-13,248.15,254.3,241.29,254.05,78142415
2016-05-17,248.34,251.02,242.26,243.49,87502909
2016-05-18,244.53,251.61,244.21,245.41,62667373
2016-05-20,248.95,252.85,248.73,249.5,97400647
2016-05-23,251.48,254.6,248.25,252.92,65622474
2016-05-24,252.24,253.68,251.72,253.19,92820711
2016-06-01,253.9,256.31,251.0,254.87,9082722
2016-06-03,256.39,258.2,249.49,257.69,37294364
2016-06-03,256.43,258.57,252.09,252.11,36216303
2016-06-04,251.34,254.66,245.5,253.86,95747101
2016-06-04,253.32,254.14,252.16,253.34,32121084
2016-06-05,250.01,252.31,244.74,247.97,53796817
2016-06-06,244.47,246.15,237.5,245.36,87692453
2016-06-07,244.62,251.83,240.91,246.6,27306637
2016-06-09,248.45,251.24,245.33,249.94,48262315
2016-06-09,252.01,252.91,251.86,251.88,89596603
2016-06-10,248.2,252.65,244.97,251.5,10166954
2016-06-12,251.24,256.43,245.54,249.9,96292199
2016-06-13,250.51,252.83,247.34,252.71,80975345
2016-06-14,250.37,256.58,246.88,249.46,43542421
2016-06-15,251.29,256.03,250.13,250.8,99831269
2016-06-20,254.42,257.03,253.05,253.73,48525939
2016-06-21,255.68,262.0,252.0,254.83,75138811
2016-06-24,252.44,253.89,248.86,253.24,15185326
2016-06-25,253.97,254.55,251.63,252.8,44804240
2016-06-27,251.12,258.28,248.22,254.02,89831385
2016-06-27,254.02,261.18,253.05,259.17,36572380
2016-06-28,257.67,258.65,256.7,257.17,67705238
2016-06-28,256.29,259.02,249.24,258.2,32402226
2016-07-01,255.3,259.06,252.27,257.06,60124956
2016-07-04,258.65,260.23,251.07,256.8,6960990
2016-07-05,260.39,263.29,259.31,262.42,95100567
2016-07-06,261.74,264.29,257.53,263.49,52832101
2016-07-06,267.61,275.42,265.24,274.07,57285961
2016-07-06,268.76,273.04,262.37,264.76,53188993
2016-07-09,273.73,273.77,266.59,272.36,73209599
2016-07-10,276.89,277.16,271.77,274.52,24492974
2016-07-11,272.07,277.17,268.64,269.84,74987928
2016-07-13,267.66,273.34,263.24,269.15,72938143
2016-07-13,267.92,275.14,265.83,272.59,37575694
2016-07-20,272.28,274.32,265.27,270.04,72804109
2016-07-21,270.01,275.85,263.9,271.97,70396105
2016-07-21,269.08,269.08,264.74,266.2,63653978
2016-07-22,265.84,269.92,258.75,261.68,34679854
2016-07-23,267.66,267.77,264.4,266.99,49202148
2016-07-23,266.04,273.33,258.63,272.95,1937714
2016-07-23,276.2,277.3,274.51,275.28,57668111
2016-07-24,274.64,281.28,269.1,275.66,1847483
2016-07-27,274.9,275.16,273.37,274.64,98675797
2016-08-02,271.46,274.71,268.1,270.27,94276948
2016-08-04,274.25,282.02,269.81,277.07,62816200
2016-08-04,281.08,282.37,275.1,275.77,73701277
2016-08-08,273.75,280.7,269.08,279.36,96990239
2016-08-09,278.69,283.96,276.84,281.11,57722736
2016-08-12,284.64,291.68,276.8,282.28,68117902
2016-08-15,280.42,283.68,276.0,281.21,68139539
2016-08-19,280.57,285.45,272.86,279.11,44849539
2016-08-20,279.16,283.99,278.76,280.71,82254337
2016-08-20,278.63,286.17,271.53,284.81,44105711
2016-08-20,289.65,295.26,285.34,291.14,76447025
2016-08-20,289.19,297.38,283.05,291.1,44729651
2016-08-21,296.82,297.98,291.3,293.25,68080285
2016-08-23,291.95,292.31,284.84,285.84,67851925
2016-08-23,285.39,292.65,284.79,292.07,2168830
2016-08-23,295.05,300.39,292.51,292.62,56488292
2016-08-24,289.46,293.35,287.93,289.71,46658253
2016-08-27,289.61,289.96,282.98,289.9,49104764
2016-08-28,289.5,291.26,284.81,286.54,58172727
2016-08-28,289.83,290.2,288.51,290.0,18781734
2016-09-03,285.49,289.04,284.22,286.41,35512479
2016-09-04,286.92,291.25,282.2,287.98,28914311
2016-09-05,284.26,286.01,280.36,281.02,5345477
2016-09-05,281.2,288.76,274.44,280.93,9003522
2016-09-05,280.42,286.01,279.68,281.74,22486342
2016-09-09,281.82,287.29,279.44,283.9,5283211
2016-09-09,281.89,282.79,274.29,276.11,1503280
2016-09-09,273.07,278.65,269.1,274.47,12786099
2016-09-10,271.49,276.73,265.74,267.95,55894950
2016-09-12,270.39,275.35,266.5,268.19,53422057
2016-09-12,266.3,273.67,258.59,269.33,46830806
2016-09-14,270.87,272.95,267.35,267.56,37054205
2016-09-17,264.09,268.53,261.8,266.44,78812468
2016-09-17,269.33,270.75,266.77,269.39,20061135
2016-09-20,271.17,273.12,268.04,271.01,56278530
2016-09-23,269.25,274.91,266.06,269.4,80195622
2016-09-24,270.4,277.2,262.42,276.01,7667555
2016-09-24,279.42,280.23,276.52,279.86,83056520
2016-09-25,280.26,286.35,274.2,276.04,92811914
2016-10-01,273.02,280.7,266.12,266.79,76365280
2016-10-01,263.34,264.08,262.15,262.51,89883724
2016-10-03,262.19,267.31,255.88,265.03,81101369
2016-10-04,266.6,271.85,265.83,270.82,30351940
2016-10-10,275.47,277.62,267.49,271.84,13745454
2016-10-14,272.76,275.62,271.97,274.55,77165231
2016-10-14,271.71,277.69,268.05,268.72,36018863
2016-10-17,267.25,273.7,260.31,262.83,35367086
2016-10-18,261.85,265.6,254.07,257.99,63668712
2016-10-19,260.26,263.77,257.96,259.06,44378933
2016-10-20,259.34,260.43,252.26,259.56,50367223
2016-10-21,260.66,263.93,256.07,259.76,46496819
2016-10-23,259.07,259.74,258.58,259.73,6219079
2016-10-23,255.95,262.02,252.52,254.29,18948092
2016-10-27,253.84,260.54,252.76,260.43,97544459
2016-10-30,259.15,262.6,257.22,257.53,50981128
2016-10-30,257.18,263.56,251.51,252.47,68890830
2016-10-31,254.15,259.2,251.13,256.24,32250266
2016-10-31,253.97,256.38,253.77,255.11,54858583
2016-11-11,253.46,259.82,253.33,255.96,2148413
2016-11-14,251.3,255.01,245.95,250.8,39092684
2016-11-14,254.71,259.02,248.65,253.86,53529722
2016-11-16,253.44,259.15,249.54,254.08,84508790
2016-11-20,256.59,264.16,254.2,262.03,20347913
2016-11-21,258.64,261.87,250.95,254.79,39243062
2016-11-22,254.67,260.48,250.9,258.55,30762644
2016-11-23,258.28,264.68,254.82,264.27,84931852
2016-11-24,265.24,270.09,259.61,269.04,11832678
2016-11-28,273.48,277.64,270.17,276.05,32763779
2016-11-30,274.62,279.16,272.33,273.36,68610049
2016-12-03,273.3,278.1,267.74,273.23,27348942
2016-12-03,275.1,282.09,275.06,281.14,13616332
2016-12-04,283.12,287.95,274.86,283.67,48202402
2016-12-04,283.44,286.39,275.49,281.82,74726022
2016-12-05,282.63,283.72,282.04,283.51,65118748
2016-12-05,281.37,284.36,274.13,281.11,14295559
2016-12-07,276.77,279.38,269.95,274.77,19106078
2016-12-10,273.04,277.06,266.24,276.07,5219695
2016-12-10,273.29,275.82,269.63,273.36,2252848
2016-12-11,273.17,279.71,272.18,278.43,20481919
2016-12-11,276.77,280.0,276.51,278.02,57761829
2016-12-12,275.74,282.85,271.89,277.0,17051175
2016-12-13,281.27,285.81,278.07,284.34,36486824
2016-12-13,283.38,284.45,283.37,284.02,1428718
2016-12-13,285.81,289.33,280.32,285.91,18179640
2016-12-16,285.2,287.59,282.53,283.12,58629271
2016-12-19,285.5,291.56,279.72,284.93,20029822
2016-12-19,285.04,292.29,278.34,291.15,92752210
2016-12-22,288.29,289.18,286.96,287.94,36320601
2016-12-23,285.77,289.37,280.3,287.83,7408501
2016-12-24,286.93,288.15,283.42,283.66,81276184
2016-12-26,284.35,292.42,277.89,279.45,57716462
2016-12-27,279.16,283.49,275.0,278.51,8816665
2016-12-27,281.7,284.92,276.0,284.24,91511042
2016-12-29,282.68,288.86,278.53,279.47,29028948
2016-12-30,277.66,280.8,269.41,273.05,88085284
2017-01-03,273.89,273.96,267.24,269.95,42177684
2017-01-04,272.92,273.71,265.33,273.54,23315717
2017-01-06,276.13,283.22,268.1,269.71,82573333
2017-01-09,269.07,273.76,262.31,268.85,50880495
2017-01-09,267.43,267.79,266.27,266.75,12763488
2017-01-12,267.35,272.72,263.0,265.01,64925264
2017-01-12,264.93,268.86,259.73,264.92,94276838
2017-01-18,268.22,269.75,267.0,269.69,96797723
2017-01-20,269.89,277.36,269.74,274.2,31216809
2017-01-20,273.19,278.98,265.17,275.7,93962875
2017-01-20,277.3,281.92,272.78,279.92,18459016
2017-01-20,280.9,285.48,273.45,278.2,86747127
2017-01-21,274.51,282.34,272.9,273.6,95948160
2017-01-23,272.33,278.25,271.76,274.85,14946737
2017-01-25,276.82,277.71,271.96,275.38,40766452
2017-01-29,272.99,275.67,270.61,271.46,96009420
2017-02-02,270.62,274.69,267.05,272.25,83032251
2017-02-03,270.83,275.47,262.84,267.54,92898417
2017-02-04,266.16,267.15,258.56,258.68,3393655
2017-02-05,259.44,262.32,251.89,260.09,14411821
2017-02-09,264.64,268.45,257.03,266.58,52598172
2017-02-11,267.16,273.92,264.73,268.82,82412172
2017-02-12,273.37,274.58,265.84,268.29,64400510
2017-02-15,269.3,269.88,266.48,268.96,50892861
2017-02-18,265.42,268.09,261.3,267.79,54408138
2017-02-24,265.81,271.9,262.84,268.64,97870047
2017-02-26,268.93,271.53,263.83,264.0,10702551
2017-02-26,267.26,270.41,261.1,266.92,2954620
2017-03-01,263.74,267.86,256.43,259.98,1048238
2017-03-02,262.47,268.65,259.81,268.15,95420228
2017-03-02,272.09,272.7,268.93,272.32,91988171
2017-03-04,267.82,267.97,265.76,267.86,29689001
2017-03-05,267.83,271.4,260.94,267.65,77103704
2017-03-06,267.77,272.49,262.21,267.82,41220204
2017-03-06,268.75,269.96,265.3,268.16,20121216
2017-03-08,270.02,277.71,267.15,269.85,32593733
2017-03-10,266.6,271.26,266.07,267.68,45673930
2017-03-11,270.31,276.77,264.95,274.22,41721378
2017-03-12,275.24,277.3,268.8,268.86,35051455
2017-03-13,269.17,272.41,262.63,264.56,74208817
2017-03-15,263.31,270.77,256.5,259.18,17126652
2017-03-15,261.37,267.01,255.6,260.43,37394594
2017-03-18,258.36,258.91,254.28,255.86,50799684
2017-03-20,256.59,263.5,252.62,252.82,89611780
2017-03-23,256.28,262.1,253.26,257.38,96570770
2017-03-24,261.78,261.82,258.98,259.1,52210151
2017-03-25,258.8,260.96,252.4,260.38,18463449
2017-03-28,260.68,264.27,257.14,262.9,63371690
2017-03-29,263.98,268.66,261.41,264.17,76269415
2017-03-31,264.31,264.8,257.04,264.67,92860345
2017-03-31,266.71,268.82,265.34,266.5,45790279
2017-04-02,269.39,271.04,269.36,269.54,74138916
2017-04-08,269.11,273.84,266.59,272.76,92197063
2017-04-11,272.04,277.87,267.0,276.35,37356374
2017-04-13,275.33,280.29,271.53,274.75,81967179
2017-04-14,276.37,277.02,273.27,273.82,32480906
2017-04-16,271.78,277.25,264.0,273.66,93826042
2017-04-17,275.47,276.4,274.12,274.76,55707779
2017-04-18,273.61,280.5,266.91,273.37,88551388
2017-04-19,274.1,275.95,267.15,273.14,83384232
2017-04-19,267.0,271.68,261.51,268.08,12024701
2017-04-21,266.99,269.39,263.87,266.44,88019869
2017-04-22,269.94,277.3,269.86,277.09,42028332
